dataset,condition,run_index,run_seed,feature_id,display_name,relevance,confidence,request_key
golub,real,3,31,F002682,GenBank accession U16799 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002024,RFG gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000022,GenBank accession AB000115 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002988,GenBank accession X06318 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000929,GenBank accession M61906 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000440,HG3548-HT3749_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F001085,alpha B-crystallin gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000826,CD8A gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F002678,GenBank accession Z68228 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001070,SPTBN1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001036,GenBank accession M91196 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001864,GenBank accession X55733 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001944,GenBank accession X66533 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002086,HNP36 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000213,GenBank accession D49490 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001265,SNC19 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001179,GenBank accession U07681 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001372,GenBank accession U39400 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000708,PP2A gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000865,LSP1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001099,"glycine transporter type 1b, GlyT-1b gene expression",1,3,real_run3_golub_chunk001
golub,real,3,31,F001415,tpr2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000045,DAXX gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001369,TRP-185 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002062,BAP31 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001915,GenBank accession X63422 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001200,ZNF143 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002111,ORF gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000151,KIAA0167 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002035,HZF1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002723,GenBank accession X13461 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001837,GenBank accession X52056 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002883,GenBank accession X90846 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002530,HG417-HT417_s_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000338,KIAA0232 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001697,BTF2 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000071,GenBank accession D10523 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001557,hMAD-2 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000495,SP-C1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000088,KIAA0018 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001629,GenBank accession U79254 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000300,GenBank accession D83597 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000517,AK1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000077,GenBank accession D13315 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002030,hnRNP-E2 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001631,GenBank accession U79259 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001575,HAH1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002093,GenBank accession X87838 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000680,GenBank accession L37792 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002127,GenBank accession X96484 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000141,ms2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000407,HG2274-HT2370_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F001776,GenBank accession X07290 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002208,MHC-encoded proteasome subunit gene LAMP7-E1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002123,GenBank accession X94910 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002420,GenBank accession L15326 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002880,GenBank accession X82206 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002834,GenBank accession Z54367 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000333,KIAA0219 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002710,GenBank accession X13955 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000765,GenBank accession M15990 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002808,COL11A2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002764,cell adhesion regulator gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002247,syndecan-1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001989,MCP-3 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000282,KIAA0179 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000278,KIAA0171 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002106,arp1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001251,FUT2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001874,HS1 gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F001299,STEP gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002643,CRBP gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002645,TCRA gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F000174,GenBank accession D32050 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002224,AF-1p gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001388,DSS1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002851,ATRX gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002961,immunoglobulin heavy chain V(H)5 pseudogene gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F001047,GenBank accession M92934 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000819,ELK1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002871,GenBank accession X59932 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000356,KIAA0256 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001524,GenBank accession U62136 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000014,GenBank accession M27830 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002720,HPCN1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002963,S26 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000210,Aop1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000988,CyP3 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F003014,CGB gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001095,heat shock protein HSP72 homolog gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000861,VCL gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000183,GenBank accession D38535 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000400,HG1872-HT1907_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F001051,PLRP1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002527,HG4011-HT4804_s_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F002517,MYC gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F001244,HPXEL gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002277,SMC1A gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000672,GenBank accession L36720 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000900,CLG4A gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002618,EGFRBP-GRB2 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002022,NEFA gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002292,GenBank accession D45132 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002228,GenBank accession Z29574 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002452,HXC-26 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002842,GenBank accession U61397 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000874,GenBank accession M34455 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000815,GenBank accession M24470 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002925,FSHD gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000877,GenBank accession M34668 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002470,HG1496-HT1496_s_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F001616,GenBank accession U77948 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001443,GenBank accession U49785 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000712,ATP1AL1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002197,GenBank accession Y11710 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001534,GenBank accession U64675 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002194,SKAP55 gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F000403,HG2059-HT2114_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F001502,Hs-cul-3 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000794,GenBank accession M22430 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000445,HG3748-HT4018_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000059,GenBank accession D00596 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002937,GenBank accession M13485 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001978,OZF gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000485,GenBank accession J03161 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000961,heat shock factor 2 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001169,GenBank accession U06863 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001319,GenBank accession U30888 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002329,GLUT4 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000265,GenBank accession D64158 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001252,GenBank accession U18009 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000563,HGBE gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000176,GenBank accession D38047 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002572,GenBank accession M21119 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002099,mcs gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002125,erm gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001693,GenBank accession U90306 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002610,RDC-1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001066,GenBank accession M95678 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002747,FSH gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001768,GenBank accession X05908 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002248,GenBank accession Z48481 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002511,HG3342-HT3519_s_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000121,KIAA0030 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000054,GenBank accession AF015910 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001959,SPR-2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001432,APLP1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000447,HG3936-HT4206_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000051,GenBank accession AF009301 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001380,GenBank accession U40434 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000603,GRK6 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000123,osf-4 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001472,GenBank accession U52112 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000683,hERRa gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002281,ltk gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000115,GenBank accession D16469 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000922,GenBank accession M60527 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002400,GenBank accession L32832 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002391,GenBank accession D00408 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001361,GenBank accession U37518 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000124,KIAA0034 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000247,KIAA0147 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002430,GenBank accession X62153 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000085,KIAK0002 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000895,NCF1 gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F001898,GenBank accession X61072 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002051,"MLN 62, CART1 gene expression",1,3,real_run3_golub_chunk001
golub,real,3,31,F002036,HZF2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000254,KIAA0155 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002970,GenBank accession Z49105 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001213,IL8RA gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002216,kinectin gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002458,H-Y gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001676,GenBank accession U85767 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002443,GenBank accession U58046 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000851,GenBank accession M31627 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001500,GenBank accession U58048 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002085,HHa1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000079,PIG-F gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F003007,PMS5 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002941,HLA-DRB1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000991,p78 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002334,L-arginine:glycine amidinotransferase gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001469,IQGAP2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002372,GL101 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002359,FEZ2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001218,GenBank accession U12779 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000615,MIF gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001253,TAFII55 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002732,IGFBP4 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000206,GenBank accession D44466 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001565,GenBank accession U68723 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001828,GenBank accession X17025 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002556,GenBank accession V00594 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002789,MR60 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001453,GenBank accession U50733 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000118,BDR-2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001016,NAP gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000507,PGAM2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002016,DAP-kinase gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000842,MGMT gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002603,tk gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002368,GenBank accession X12671 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001005,GenBank accession M83221 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000555,GenBank accession L06845 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001657,PI4Kb gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000856,GenBank accession M32313 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001712,GenBank accession U91985 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000959,PRKAR1B gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000937,CTSD gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002245,GenBank accession Z48042 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001155,GenBank accession U03398 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000518,COX8 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001617,NPAS1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001585,LIS1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000968,MAD3 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000359,KIAA0259 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001478,IRF4 gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F001184,ISPK-1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001875,pM5 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002383,MN1 gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F000830,RAB1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000998,SkM1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000421,HG2825-HT2949_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000621,GenBank accession L20298 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002294,KIAA0178 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000780,APOC1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001305,CFR-1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000105,KIAA0110 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001654,GenBank accession U81599 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001455,PKD2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001183,GenBank accession U07919 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002756,CCHL1A2 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001606,CHLR1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000449,HG3995-HT4265_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F001262,GPS1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002073,LIG4 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001008,CD59 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000870,GenBank accession M34175 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001596,SHC gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000366,KIAA0270 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002201,fb19 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000310,GenBank accession D83920 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000443,HG363-HT363_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F002076,GenBank accession X84373 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002750,GenBank accession M83652 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000005,GenBank accession M10098 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000788,TCRD gene expression,4,3,real_run3_golub_chunk001
golub,real,3,31,F001698,H2A/l gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002679,dbpAv gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002975,GenBank accession L35594 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001050,MRC1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000984,GenBank accession M77142 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002467,GenBank accession M25079 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000579,GenBank accession L11373 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002604,AP1B1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000654,EBI 1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002440,GenBank accession D49824 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001185,GenBank accession U08336 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001256,GenBank accession U18548 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002786,TMPO gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001522,GenBank accession U61263 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001431,hKID gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002449,GenBank accession D78577 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002253,GenBank accession Z49099 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001089,BL34 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000589,GenBank accession L13761 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001071,GenBank accession M96859 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000003,GenBank accession M97935 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002357,PLEC1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000778,CLTA gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002112,GenBank accession X92720 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000617,GenBank accession L19779 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001600,GenBank accession U73824 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002919,GYPB gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000154,KIAA0053 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002724,COMT gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000386,GenBank accession D90209 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001879,hR-PTPu gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002408,KIAA0006 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001588,hBAP gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000307,KIAA0192 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000332,KIAA0218 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002218,GenBank accession Z23090 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000341,KIAA0236 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001357,6A8 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001843,GenBank accession X52638 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002428,DRPLA gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002691,GenBank accession M28882 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001954,GenBank accession X67698 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000979,GenBank accession M75099 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000469,HG511-HT511_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000406,HG2264-HT2360_at expression feature,0,3,real_run3_golub_chunk001
golub,real,3,31,F000630,ADORA1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000072,HM74 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001436,NE-dlg gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001084,"cytokeratin 2, CK 2 gene expression",1,3,real_run3_golub_chunk001
golub,real,3,31,F002260,GenBank accession Z50781 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001647,TAP gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001928,GenBank accession X64594 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000623,GenBank accession L20815 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001101,hCDC10 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000513,PEPD gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000853,ALDH1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002013,QRSHs gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001439,UBE2V gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002227,sub2.3 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000325,KIAA0201 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001521,GenBank accession U61234 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001997,GenBank accession X74328 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001747,GenBank accession X03072 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000557,RPA gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001900,BTG1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000618,ATF3 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F001826,GenBank accession X16832 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002451,SB1.8/DXS423E gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001832,nm23 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002993,GenBank accession X51345 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002855,GenBank accession U76764 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001171,GenBank accession U07158 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000750,UROD gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F000191,KIAA0088 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002623,HO57 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001053,PTPRZ gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F002313,IQGAP1 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F002677,CD3E gene expression,3,3,real_run3_golub_chunk001
golub,real,3,31,F001300,GenBank accession U28131 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F001152,GenBank accession U03105 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F000327,KIAA0207 gene expression,1,3,real_run3_golub_chunk001
golub,real,3,31,F001991,GenBank accession X72790 expression,0,2,real_run3_golub_chunk001
golub,real,3,31,F002680,GSTP1 gene expression,2,3,real_run3_golub_chunk001
golub,real,3,31,F000293,aC1 gene expression,1,3,real_run3_golub_chunk001
